5.1,3.5,1.4,0.2,0.7125941619585685,Iris-setosa
4.9,3.0,1.4,0.2,0.472316384180791,Iris-setosa
4.7,3.2,1.3,0.2,0.5681261770244821,Iris-setosa
4.6,3.1,1.5,0.2,0.48622881355932196,Iris-setosa
5.0,3.6,1.4,0.2,0.7528719397363465,Iris-setosa
5.4,3.9,1.7,0.4,0.9501647834274952,Iris-setosa
4.6,3.4,1.4,0.3,0.6806497175141242,Iris-setosa
5.0,3.4,1.5,0.2,0.6459510357815441,Iris-setosa
4.4,2.9,1.4,0.2,0.39870527306967984,Iris-setosa
4.9,3.1,1.5,0.1,0.461228813559322,Iris-setosa
5.4,3.7,1.5,0.2,0.8056732580037664,Iris-setosa
4.8,3.4,1.6,0.2,0.6195856873822975,Iris-setosa
4.8,3.0,1.4,0.1,0.42509416195856875,Iris-setosa
4.3,3.0,1.1,0.1,0.4430790960451977,Iris-setosa
5.8,4.0,1.2,0.2,1.0111581920903956,Iris-setosa
5.7,4.4,1.5,0.4,1.2265065913370998,Iris-setosa
5.4,3.9,1.3,0.4,1.0111817325800376,Iris-setosa
5.1,3.5,1.4,0.3,0.7542608286252352,Iris-setosa
5.7,3.8,1.7,0.3,0.8793314500941619,Iris-setosa
5.1,3.8,1.5,0.3,0.8765065913370996,Iris-setosa
5.4,3.4,1.7,0.2,0.6376647834274952,Iris-setosa
5.1,3.7,1.5,0.4,0.8723399246704331,Iris-setosa
4.6,3.6,1.0,0.2,0.7916666666666666,Iris-setosa
5.1,3.3,1.7,0.5,0.7001647834274951,Iris-setosa
4.8,3.4,1.9,0.2,0.5738229755178906,Iris-setosa
5.0,3.0,1.6,0.2,0.44736346516007536,Iris-setosa
5.0,3.4,1.6,0.4,0.7140301318267419,Iris-setosa
5.2,3.5,1.5,0.2,0.7028954802259886,Iris-setosa
5.2,3.4,1.4,0.2,0.6723163841807909,Iris-setosa
4.7,3.2,1.6,0.2,0.5223634651600754,Iris-setosa
4.8,3.1,1.6,0.2,0.48208568738229757,Iris-setosa
5.4,3.4,1.5,0.4,0.7515065913370997,Iris-setosa
5.2,4.1,1.5,0.1,0.9362288135593217,Iris-setosa
5.5,4.2,1.4,0.2,1.0556497175141244,Iris-setosa
4.9,3.1,1.5,0.1,0.461228813559322,Iris-setosa
5.0,3.2,1.2,0.2,0.6000470809792844,Iris-setosa
5.5,3.5,1.3,0.2,0.7500706214689263,Iris-setosa
4.9,3.1,1.5,0.1,0.461228813559322,Iris-setosa
4.4,3.0,1.3,0.2,0.4597928436911488,Iris-setosa
5.1,3.4,1.5,0.2,0.6515065913370996,Iris-setosa
5.0,3.5,1.3,0.3,0.7639595103578153,Iris-setosa
4.5,2.3,1.3,0.3,0.18618173258003756,Iris-setosa
4.4,3.2,1.3,0.2,0.5514595103578154,Iris-setosa
5.0,3.5,1.6,0.6,0.8431967984934086,Iris-setosa
5.1,3.8,1.9,0.4,0.857156308851224,Iris-setosa
4.8,3.0,1.4,0.3,0.5084274952919021,Iris-setosa
5.1,3.8,1.6,0.2,0.8195856873822973,Iris-setosa
4.6,3.2,1.4,0.2,0.5473163841807909,Iris-setosa
5.3,3.7,1.5,0.2,0.8001177024482109,Iris-setosa
5.0,3.3,1.4,0.2,0.6153719397363463,Iris-setosa
7.0,3.2,4.7,1.4,0.6772598870056498,Iris-versicolor
6.4,3.2,4.5,1.5,0.7161016949152543,Iris-versicolor
6.9,3.1,4.9,1.5,0.6370291902071563,Iris-versicolor
5.5,2.3,4.0,1.3,0.24653954802259875,Iris-versicolor
6.5,2.8,4.6,1.5,0.5230696798493408,Iris-versicolor
5.7,2.8,4.5,1.3,0.4105461393596985,Iris-versicolor
6.3,3.3,4.7,1.6,0.7675376647834274,Iris-versicolor
4.9,2.4,3.3,1.0,0.240819209039548,Iris-versicolor
6.6,2.9,4.6,1.3,0.4911252354048963,Iris-versicolor
5.2,2.7,3.9,1.4,0.4701271186440678,Iris-versicolor
5.0,2.0,3.5,1.0,0.032532956685499104,Iris-versicolor
5.9,3.0,4.2,1.5,0.6424199623352167,Iris-versicolor
6.0,2.2,4.0,1.0,0.10348399246704337,Iris-versicolor
6.1,2.9,4.7,1.4,0.48975988700564965,Iris-versicolor
5.6,2.9,3.6,1.3,0.5881120527306967,Iris-versicolor
6.7,3.1,4.4,1.4,0.6605225988700564,Iris-versicolor
5.6,3.0,4.5,1.5,0.5799905838041431,Iris-versicolor
5.8,2.7,4.1,1.0,0.30628531073446336,Iris-versicolor
6.2,2.2,4.5,1.5,0.24665725047080989,Iris-versicolor
5.6,2.5,3.9,1.1,0.2756826741996234,Iris-versicolor
5.9,3.2,4.8,1.8,0.7675612052730698,Iris-versicolor
6.1,2.8,4.0,1.3,0.5090395480225987,Iris-versicolor
6.3,2.5,4.9,1.5,0.32869585687382297,Iris-versicolor
6.1,2.8,4.7,1.2,0.3605932203389829,Iris-versicolor
6.4,2.9,4.3,1.3,0.525776836158192,Iris-versicolor
6.6,3.0,4.4,1.4,0.6091337099811674,Iris-versicolor
6.8,2.8,4.8,1.4,0.46756120527306955,Iris-versicolor
